nome,apelido,data_nascimento,posicao,mao
Pedro,Correia,2005-07-07,Guarda-Redes,Direita
Tiago,Monteiro,2002-08-28,Guarda-Redes,Direita
Diogo,Henriques,1999-11-26,Pivot,Esquerda
Hugo,Oliveira,1998-06-16,Ponta Direita,Direita
Bruno,Sousa,1998-09-10,Lateral Esquerdo,Direita
Tomás,Ribeiro,2001-03-27,Pivot,Esquerda
Diogo,Mendes,2003-05-15,Central,Esquerda
Carlos,Almeida,1992-05-19,Guarda-Redes,Direita
João,Guerreiro,1995-09-16,Ponta Esquerda,Esquerda
André,Sousa,2000-03-16,Ponta Esquerda,Direita
Hugo,Fernandes,2001-02-13,Lateral Esquerdo,Direita
Guilherme,Guerreiro,1993-03-08,Ponta Esquerda,Direita
Ricardo,Henriques,2004-04-18,Lateral Esquerdo,Esquerda
Miguel,Lopes,1993-11-06,Ponta Esquerda,Esquerda
Tomás,Costa,1998-03-05,Lateral Esquerdo,Direita
Bruno,Pereira,2000-07-17,Central,Esquerda
Vasco,Monteiro,1993-11-08,Guarda-Redes,Direita
Gonçalo,Mendes,1994-10-06,Lateral Esquerdo,Esquerda
Jorge,Fonseca,1995-03-29,Lateral Direito,Direita
Daniel,Cardoso,2001-05-21,Lateral Direito,Esquerda
Diogo,Silva,2001-10-20,Lateral Esquerdo,Direita
Miguel,Costa,2001-07-07,Lateral Direito,Direita
Fernando,Vieira,1993-09-08,Central,Direita
Rui,Oliveira,1997-06-07,Pivot,Direita
Rui,Marques,2001-11-18,Ponta Esquerda,Direita
Jorge,Fernandes,2003-05-02,Ponta Direita,Esquerda
Francisco,Teixeira,1996-02-27,Lateral Direito,Esquerda
Fernando,Ribeiro,1994-10-14,Pivot,Esquerda
António,Reis,2000-07-08,Lateral Esquerdo,Direita
Tiago,Rodrigues,1990-12-01,Ponta Direita,Direita
André,Henriques,1990-02-16,Lateral Esquerdo,Esquerda
André,Rodrigues,2001-03-04,Central,Direita
David,Teixeira,1990-03-17,Pivot,Direita
Marco,Monteiro,1999-10-16,Pivot,Direita
António,Martins,1998-01-07,Ponta Direita,Direita
Diogo,Silva,2002-06-18,Lateral Esquerdo,Direita
Paulo,Rocha,2002-11-16,Ponta Direita,Esquerda
Francisco,Guerreiro,2000-12-28,Ponta Direita,Direita
Carlos,Mendes,2003-11-08,Ponta Esquerda,Direita
Francisco,Dias,2005-03-21,Lateral Esquerdo,Direita
Luís,Dias,1999-09-26,Lateral Direito,Esquerda
Diogo,Marques,1993-07-29,Lateral Esquerdo,Direita
Guilherme,Rodrigues,2002-03-23,Ponta Esquerda,Esquerda
David,Ferreira,1992-03-31,Guarda-Redes,Direita
Miguel,Silva,1999-05-18,Central,Esquerda
Nuno,Guerreiro,1997-09-03,Ponta Esquerda,Esquerda
Gabriel,Silva,1991-02-23,Guarda-Redes,Direita
Diogo,Marques,2003-01-03,Lateral Esquerdo,Direita
Rafael,Fonseca,1996-03-17,Guarda-Redes,Direita
Tiago,Sousa,1990-01-24,Lateral Direito,Direita
Daniel,Costa,1998-09-30,Lateral Esquerdo,Esquerda
Paulo,Carvalho,1992-04-03,Guarda-Redes,Esquerda
Tomás,Santos,1990-12-27,Pivot,Direita
Manuel,Pinto,1996-03-31,Ponta Direita,Esquerda
Pedro,Rodrigues,2001-03-06,Lateral Esquerdo,Esquerda
Ricardo,Rocha,1991-12-21,Lateral Direito,Esquerda
Manuel,Lopes,1992-08-13,Ponta Direita,Direita
Diogo,Santos,1990-08-28,Lateral Direito,Esquerda
David,Dias,1998-10-10,Pivot,Direita
José,Marques,1996-04-13,Ponta Esquerda,Direita
Diogo,Lopes,1991-01-06,Guarda-Redes,Direita
David,Carvalho,1990-08-14,Ponta Direita,Direita
Pedro,Martins,2005-12-16,Ponta Direita,Direita
Marco,Teixeira,1993-07-28,Lateral Direito,Direita
Diogo,Martins,1992-07-16,Ponta Esquerda,Esquerda
Luís,Guerreiro,1996-01-26,Central,Esquerda
Tomás,Mendes,2000-10-08,Ponta Esquerda,Esquerda
Rui,Monteiro,2002-01-13,Ponta Direita,Direita
Gonçalo,Pereira,1994-05-29,Pivot,Esquerda
Marco,Reis,1997-04-02,Ponta Direita,Esquerda
Luís,Sousa,1996-12-10,Ponta Esquerda,Esquerda
Tomás,Henriques,2001-08-10,Pivot,Esquerda
Daniel,Nunes,2000-07-07,Central,Direita
Miguel,Lopes,1991-09-09,Lateral Direito,Esquerda
Manuel,Monteiro,1994-08-12,Guarda-Redes,Direita
David,Oliveira,1994-07-20,Guarda-Redes,Direita
João,Sousa,1991-02-03,Ponta Esquerda,Direita
Diogo,Carvalho,1993-08-06,Ponta Direita,Esquerda
Nuno,Almeida,1996-11-26,Pivot,Direita
António,Mendes,1994-06-22,Ponta Direita,Direita
Vasco,Santos,1997-05-13,Ponta Esquerda,Direita
Fernando,Martins,1994-10-24,Central,Esquerda
Rafael,Silva,1993-12-06,Pivot,Esquerda
Diogo,Sousa,1998-06-17,Pivot,Esquerda
Nuno,Santos,2004-04-08,Lateral Direito,Esquerda
Gonçalo,Nunes,2002-10-27,Ponta Direita,Esquerda
Hugo,Rocha,2001-05-08,Lateral Direito,Direita
Vasco,Silva,2004-10-02,Guarda-Redes,Esquerda
Vasco,Lopes,1996-08-06,Ponta Esquerda,Direita
Hugo,Monteiro,1993-02-20,Lateral Direito,Esquerda
Daniel,Costa,1995-05-10,Ponta Esquerda,Esquerda
Carlos,Fernandes,1991-02-03,Central,Direita
Pedro,Oliveira,1995-07-06,Ponta Direita,Direita
Rui,Silva,2001-07-12,Guarda-Redes,Esquerda
Tiago,Cardoso,1992-07-31,Guarda-Redes,Direita
Carlos,Santos,1997-11-29,Guarda-Redes,Direita
David,Marques,2004-06-12,Central,Esquerda
Francisco,Martins,2000-07-08,Ponta Esquerda,Esquerda
Francisco,Henriques,1993-03-07,Lateral Esquerdo,Esquerda
Nuno,Gomes,2003-04-15,Central,Esquerda
Tomás,Gomes,2001-07-28,Ponta Direita,Direita
Fernando,Ferreira,2001-10-06,Ponta Esquerda,Direita
Pedro,Teixeira,1998-01-21,Lateral Direito,Direita
Guilherme,Vieira,2003-01-16,Ponta Esquerda,Direita
José,Pinto,1993-12-17,Ponta Direita,Esquerda
Daniel,Pinto,1992-10-11,Central,Direita
Rui,Ferreira,1992-05-09,Ponta Esquerda,Direita
Tiago,Guerreiro,2005-09-04,Ponta Esquerda,Direita
Gonçalo,Sousa,1991-11-23,Guarda-Redes,Direita
Jorge,Almeida,1995-02-14,Ponta Esquerda,Esquerda
Nuno,Marques,2004-09-11,Lateral Esquerdo,Esquerda
André,Rodrigues,2005-12-30,Guarda-Redes,Direita
Pedro,Martins,1991-02-14,Lateral Direito,Direita
Diogo,Sousa,1990-07-29,Ponta Esquerda,Esquerda
Hugo,Rocha,1996-04-12,Lateral Direito,Esquerda
João,Guerreiro,2005-09-28,Ponta Direita,Esquerda
Rafael,Carvalho,1998-03-09,Guarda-Redes,Esquerda
Nuno,Carvalho,1990-09-26,Guarda-Redes,Direita
Tomás,Monteiro,2000-10-22,Guarda-Redes,Direita
José,Henriques,1994-09-01,Ponta Direita,Direita
Miguel,Correia,1991-12-13,Lateral Direito,Direita
João,Ribeiro,1990-06-09,Pivot,Esquerda
João,Mendes,1992-08-01,Pivot,Direita
Paulo,Fonseca,1998-09-11,Guarda-Redes,Direita
Daniel,Sousa,1992-11-05,Central,Esquerda
Diogo,Guerreiro,1991-03-17,Lateral Esquerdo,Esquerda
Ricardo,Rodrigues,1990-03-21,Pivot,Esquerda
Rafael,Teixeira,2004-02-29,Pivot,Direita
Pedro,Mendes,1997-07-29,Ponta Esquerda,Esquerda
Marco,Pereira,1990-11-08,Ponta Direita,Direita
André,Sousa,2000-05-18,Guarda-Redes,Esquerda
Pedro,Cardoso,1990-08-29,Lateral Direito,Esquerda
Rui,Ferreira,1999-06-14,Ponta Esquerda,Esquerda
Jorge,Reis,2002-06-09,Ponta Esquerda,Esquerda
Tiago,Santos,2005-04-15,Pivot,Direita
Paulo,Silva,1994-01-20,Pivot,Esquerda
Jorge,Ribeiro,2001-12-04,Lateral Direito,Direita
André,Vieira,1991-02-16,Lateral Direito,Esquerda
Carlos,Vieira,2002-03-13,Guarda-Redes,Esquerda
António,Lopes,2002-12-30,Ponta Esquerda,Esquerda
Jorge,Costa,2005-11-20,Lateral Direito,Direita
Paulo,Rocha,2004-05-22,Guarda-Redes,Direita
Rafael,Henriques,1990-11-19,Ponta Direita,Direita
Marco,Carvalho,1996-05-03,Central,Esquerda
Ricardo,Costa,1995-06-14,Pivot,Direita
Nuno,Costa,1994-04-25,Lateral Direito,Direita
Fernando,Ferreira,1992-04-30,Ponta Direita,Direita
David,Rodrigues,2001-06-14,Ponta Direita,Esquerda
Francisco,Lopes,2002-04-01,Central,Esquerda
Manuel,Ribeiro,2002-06-28,Ponta Esquerda,Esquerda
Ricardo,Lopes,2001-01-31,Guarda-Redes,Direita
Gonçalo,Ribeiro,1993-06-16,Pivot,Direita
João,Reis,1992-07-09,Central,Esquerda
Pedro,Gomes,2001-07-19,Pivot,Esquerda
José,Teixeira,2005-12-03,Lateral Esquerdo,Direita
Tomás,Sousa,1991-10-03,Central,Esquerda
Nuno,Pereira,2005-06-05,Ponta Esquerda,Esquerda
Jorge,Correia,1991-11-21,Pivot,Direita
Luís,Reis,1993-06-03,Central,Direita
Paulo,Lopes,1998-06-05,Ponta Direita,Direita
David,Sousa,1994-09-22,Pivot,Esquerda
Carlos,Rocha,1992-04-02,Central,Esquerda
António,Dias,2000-01-23,Central,Esquerda
José,Ferreira,1993-04-30,Pivot,Esquerda
Tomás,Henriques,1990-11-10,Pivot,Direita
Tiago,Gomes,2000-02-11,Ponta Direita,Esquerda
Carlos,Henriques,2004-02-29,Central,Direita
Fernando,Vieira,1991-08-14,Ponta Direita,Esquerda
Bruno,Gomes,1990-06-10,Ponta Direita,Direita
Miguel,Ferreira,2005-01-24,Guarda-Redes,Esquerda
Guilherme,Nunes,2004-08-01,Central,Direita
Luís,Dias,2003-06-04,Ponta Direita,Esquerda
José,Marques,1990-04-23,Ponta Direita,Esquerda
Rafael,Monteiro,1991-01-12,Guarda-Redes,Esquerda
Bruno,Sousa,2000-03-13,Ponta Direita,Direita
Nuno,Gomes,2003-08-19,Guarda-Redes,Direita
Rafael,Rodrigues,1999-09-25,Lateral Direito,Esquerda
Guilherme,Reis,2004-04-02,Ponta Esquerda,Esquerda
Miguel,Vieira,2001-07-30,Ponta Direita,Esquerda
Manuel,Pinto,1998-12-30,Lateral Direito,Esquerda
Miguel,Cardoso,1997-05-18,Ponta Direita,Esquerda
Francisco,Vieira,1998-12-08,Lateral Direito,Direita
Luís,Fernandes,1999-06-07,Lateral Direito,Direita
António,Monteiro,1996-07-02,Guarda-Redes,Esquerda
João,Ferreira,1995-05-31,Pivot,Esquerda
Fernando,Costa,1995-12-19,Ponta Esquerda,Esquerda
Gabriel,Vieira,1993-12-13,Ponta Direita,Esquerda
Diogo,Nunes,1993-08-23,Pivot,Direita
José,Silva,2002-06-04,Lateral Direito,Esquerda
Rui,Vieira,1990-05-06,Lateral Esquerdo,Esquerda
Rafael,Oliveira,1993-06-08,Lateral Direito,Direita
Miguel,Martins,1991-08-01,Central,Esquerda
José,Guerreiro,1994-09-09,Guarda-Redes,Direita
Carlos,Almeida,2001-10-11,Central,Esquerda
José,Oliveira,2005-03-04,Lateral Direito,Direita
Tiago,Henriques,2005-01-30,Lateral Esquerdo,Direita
Paulo,Lopes,1990-01-28,Ponta Esquerda,Direita
Francisco,Pereira,1990-07-06,Pivot,Esquerda
Carlos,Dias,2001-10-03,Lateral Esquerdo,Direita
João,Pereira,1994-11-14,Central,Direita
David,Almeida,1993-11-27,Pivot,Direita
Manuel,Fonseca,2001-09-06,Pivot,Esquerda
Paulo,Ribeiro,1999-03-05,Ponta Esquerda,Esquerda
Nuno,Fonseca,1996-08-02,Ponta Direita,Esquerda
Diogo,Rodrigues,2004-06-23,Pivot,Esquerda
Rafael,Martins,1994-09-22,Ponta Direita,Direita
Diogo,Vieira,1996-03-01,Central,Esquerda
Paulo,Ferreira,1994-10-21,Central,Direita
Carlos,Dias,1992-07-19,Pivot,Direita
Marco,Vieira,1995-08-17,Central,Esquerda
Daniel,Reis,1990-09-26,Guarda-Redes,Direita
Fernando,Sousa,1993-05-26,Lateral Esquerdo,Direita
Guilherme,Pinto,2004-01-21,Lateral Esquerdo,Esquerda
Fernando,Silva,1990-10-20,Guarda-Redes,Direita
André,Lopes,1994-04-23,Ponta Direita,Esquerda
Ricardo,Carvalho,1999-09-01,Central,Esquerda
Nuno,Carvalho,1997-11-23,Ponta Esquerda,Direita
Bruno,Henriques,1991-11-02,Lateral Direito,Direita
André,Lopes,1996-09-07,Lateral Direito,Esquerda
Diogo,Silva,1997-05-14,Lateral Direito,Direita
Ricardo,Ribeiro,1993-01-11,Pivot,Direita
Tiago,Almeida,1990-04-19,Pivot,Esquerda
Vasco,Cardoso,2005-01-13,Central,Direita
Ricardo,Teixeira,1997-10-20,Lateral Direito,Esquerda
Jorge,Pinto,2002-06-20,Lateral Esquerdo,Esquerda
Rafael,Pereira,1991-10-13,Lateral Direito,Direita
Rafael,Henriques,1996-03-02,Central,Esquerda
Guilherme,Nunes,1992-12-08,Lateral Direito,Direita
Fernando,Dias,1996-12-06,Pivot,Direita
Ricardo,Rocha,2003-10-05,Lateral Direito,Direita
Francisco,Reis,2004-04-22,Guarda-Redes,Direita
Bruno,Cardoso,1991-03-01,Ponta Direita,Direita
Paulo,Reis,2000-06-20,Central,Direita
João,Fernandes,2004-09-05,Lateral Esquerdo,Direita
Miguel,Vieira,2004-12-29,Ponta Esquerda,Direita
António,Dias,2005-03-14,Guarda-Redes,Direita
Daniel,Reis,1990-08-19,Guarda-Redes,Esquerda
Diogo,Mendes,1999-03-30,Ponta Esquerda,Esquerda
Hugo,Dias,1993-07-02,Central,Direita
Daniel,Martins,1995-11-08,Pivot,Direita
Jorge,Henriques,1992-01-06,Central,Direita
Fernando,Gomes,1994-01-26,Pivot,Direita
Daniel,Nunes,2004-08-07,Guarda-Redes,Direita
Fernando,Silva,1998-03-17,Lateral Direito,Direita
José,Almeida,1994-05-10,Lateral Esquerdo,Direita
Daniel,Pereira,1998-04-20,Pivot,Esquerda
Ricardo,Guerreiro,1992-08-11,Guarda-Redes,Esquerda
Daniel,Carvalho,1990-01-23,Lateral Direito,Esquerda
Pedro,Fonseca,1990-03-14,Lateral Esquerdo,Esquerda
José,Rodrigues,1998-12-10,Lateral Direito,Esquerda
Nuno,Dias,2002-08-31,Ponta Esquerda,Esquerda
Eduardo,Ferreira,2000-09-05,Lateral Esquerdo,Direita
Gabriel,Reis,1997-04-28,Central,Direita
Pedro,Almeida,1996-06-07,Pivot,Direita
Francisco,Nunes,2002-02-16,Ponta Esquerda,Esquerda
Guilherme,Fonseca,1996-10-25,Guarda-Redes,Direita
André,Dias,1997-09-28,Lateral Direito,Esquerda
Jorge,Henriques,2001-08-24,Ponta Esquerda,Direita
Vasco,Costa,2004-06-29,Ponta Esquerda,Esquerda
Gabriel,Monteiro,2002-01-17,Central,Esquerda
Daniel,Oliveira,1993-06-21,Ponta Direita,Direita
Diogo,Oliveira,2001-01-22,Lateral Direito,Direita
Gabriel,Lopes,1996-12-09,Pivot,Direita
Hugo,Pereira,1990-08-04,Pivot,Esquerda
Fernando,Lopes,2002-11-01,Guarda-Redes,Direita
Ricardo,Henriques,1998-11-25,Lateral Direito,Esquerda
Daniel,Vieira,1997-07-03,Lateral Direito,Esquerda
Jorge,Pinto,1995-12-09,Ponta Esquerda,Esquerda
Manuel,Sousa,1993-01-18,Central,Esquerda
Carlos,Cardoso,2000-01-09,Ponta Esquerda,Esquerda
Guilherme,Monteiro,1997-02-07,Lateral Esquerdo,Esquerda
Rui,Lopes,2003-05-22,Pivot,Esquerda
Francisco,Fernandes,1990-01-11,Ponta Direita,Esquerda
Pedro,Correia,1997-09-10,Central,Direita
Manuel,Sousa,2001-02-07,Pivot,Esquerda
Marco,Carvalho,2001-10-30,Guarda-Redes,Direita
Hugo,Pinto,2002-03-04,Ponta Direita,Direita
Bruno,Martins,2005-01-16,Guarda-Redes,Direita
José,Lopes,1991-09-20,Ponta Esquerda,Direita
João,Fonseca,1994-05-21,Lateral Esquerdo,Esquerda
José,Ferreira,2002-12-13,Pivot,Direita
Luís,Fonseca,1990-03-22,Lateral Esquerdo,Esquerda
João,Henriques,1993-06-05,Lateral Direito,Direita
Eduardo,Rodrigues,1994-12-10,Central,Direita
José,Reis,1999-01-24,Guarda-Redes,Direita
Rui,Carvalho,1998-11-04,Lateral Direito,Esquerda
Carlos,Ferreira,1990-01-22,Ponta Direita,Direita
Daniel,Oliveira,2004-09-23,Ponta Direita,Esquerda
Marco,Carvalho,2000-02-05,Lateral Direito,Direita
Pedro,Gomes,1995-06-28,Lateral Esquerdo,Direita
João,Fonseca,1999-12-29,Central,Direita
Paulo,Marques,1991-01-29,Ponta Esquerda,Direita
David,Guerreiro,1997-10-11,Pivot,Direita
Diogo,Teixeira,2001-05-21,Guarda-Redes,Esquerda
António,Oliveira,2003-03-29,Ponta Direita,Esquerda
Guilherme,Santos,2000-05-22,Ponta Esquerda,Esquerda
Gonçalo,Sousa,1990-04-12,Central,Esquerda
Ricardo,Mendes,2001-05-31,Guarda-Redes,Esquerda
João,Costa,2001-10-17,Ponta Esquerda,Esquerda
Tiago,Martins,1997-04-12,Lateral Esquerdo,Direita
Miguel,Rocha,2002-10-16,Lateral Direito,Direita
David,Cardoso,1991-05-15,Lateral Direito,Esquerda
Nuno,Ribeiro,1994-03-31,Ponta Direita,Esquerda
Miguel,Santos,2001-08-27,Central,Esquerda
Manuel,Vieira,2002-04-24,Ponta Esquerda,Direita
Hugo,Rocha,1992-01-26,Lateral Direito,Direita
Paulo,Lopes,1996-10-05,Pivot,Direita
António,Pereira,1996-02-13,Ponta Direita,Esquerda
Guilherme,Correia,1996-02-08,Lateral Direito,Esquerda
Marco,Teixeira,1997-05-11,Lateral Esquerdo,Direita
Paulo,Henriques,2003-11-21,Central,Direita
André,Fernandes,1996-12-04,Central,Direita
Vasco,Pinto,2000-10-18,Pivot,Esquerda
António,Gomes,1991-05-09,Pivot,Esquerda
André,Santos,1999-10-26,Lateral Direito,Esquerda
Marco,Rodrigues,1999-01-31,Pivot,Direita
Miguel,Oliveira,1993-10-22,Guarda-Redes,Esquerda
Manuel,Teixeira,1992-10-29,Lateral Direito,Direita
Rafael,Vieira,2005-02-07,Lateral Esquerdo,Direita
Tomás,Martins,1991-09-12,Lateral Direito,Esquerda
Carlos,Sousa,1991-09-08,Ponta Direita,Esquerda
Rui,Santos,1998-08-06,Pivot,Esquerda
Jorge,Monteiro,2003-07-09,Lateral Direito,Esquerda
Bruno,Pinto,1998-10-03,Ponta Direita,Direita
Francisco,Ferreira,1990-04-22,Ponta Esquerda,Direita
Rafael,Mendes,1993-02-10,Central,Direita
Gonçalo,Silva,2004-12-03,Lateral Direito,Esquerda
João,Santos,1991-08-15,Guarda-Redes,Esquerda
António,Reis,2003-01-18,Lateral Direito,Esquerda
Eduardo,Rodrigues,1996-02-18,Ponta Direita,Direita
Marco,Reis,1997-08-08,Lateral Esquerdo,Esquerda
Fernando,Gomes,1993-03-24,Guarda-Redes,Direita
Hugo,Correia,1990-04-02,Pivot,Direita
David,Fonseca,1994-08-13,Lateral Esquerdo,Direita
Pedro,Almeida,1990-01-16,Lateral Esquerdo,Direita
Guilherme,Rocha,2001-09-07,Ponta Esquerda,Esquerda
Miguel,Henriques,1990-10-09,Guarda-Redes,Direita
Ricardo,Santos,1991-11-10,Lateral Esquerdo,Direita
Rafael,Oliveira,2003-01-02,Lateral Direito,Esquerda
Vasco,Ferreira,1998-06-13,Lateral Direito,Esquerda
Gabriel,Ribeiro,2003-02-06,Guarda-Redes,Direita
Bruno,Santos,2004-08-02,Guarda-Redes,Direita
Manuel,Ferreira,2001-03-05,Lateral Direito,Esquerda
Rafael,Martins,1999-01-06,Pivot,Esquerda
Gonçalo,Oliveira,1992-02-26,Lateral Esquerdo,Direita
Diogo,Oliveira,2001-12-23,Ponta Esquerda,Direita
Diogo,Nunes,2001-02-25,Ponta Direita,Direita
Tiago,Fernandes,2002-05-05,Ponta Direita,Esquerda
Tomás,Mendes,2005-05-07,Central,Direita
David,Mendes,2005-01-21,Guarda-Redes,Esquerda
Pedro,Santos,1991-09-24,Pivot,Direita
André,Pereira,2002-11-20,Pivot,Direita
Guilherme,Santos,1995-05-30,Ponta Direita,Direita
Diogo,Rodrigues,1991-05-07,Guarda-Redes,Direita
Diogo,Fernandes,1992-03-27,Guarda-Redes,Esquerda
Manuel,Costa,1992-08-03,Ponta Esquerda,Esquerda
Tomás,Sousa,1997-04-05,Lateral Direito,Esquerda
Paulo,Almeida,1996-04-19,Lateral Direito,Esquerda
Diogo,Monteiro,1995-05-27,Ponta Direita,Esquerda
Gabriel,Marques,2004-08-20,Lateral Direito,Esquerda
António,Sousa,2004-11-04,Lateral Esquerdo,Direita
António,Gomes,1994-08-23,Ponta Direita,Direita
Daniel,Pinto,1998-07-23,Central,Direita
Miguel,Rodrigues,2000-02-15,Pivot,Direita
Jorge,Gomes,1998-03-29,Pivot,Esquerda
Vasco,Oliveira,1993-11-22,Central,Esquerda
Rui,Fonseca,2000-11-10,Ponta Direita,Direita
Miguel,Carvalho,1997-11-10,Guarda-Redes,Direita
Eduardo,Guerreiro,1993-06-20,Central,Esquerda
Carlos,Carvalho,2005-08-28,Pivot,Direita
Rui,Correia,1997-03-14,Lateral Direito,Direita
Rafael,Sousa,2004-03-11,Guarda-Redes,Esquerda
José,Santos,1993-12-12,Guarda-Redes,Direita
José,Guerreiro,2002-07-01,Ponta Esquerda,Direita
Francisco,Monteiro,1992-04-19,Ponta Esquerda,Esquerda
David,Mendes,1995-01-18,Ponta Esquerda,Esquerda
Bruno,Rodrigues,1997-05-07,Lateral Direito,Esquerda
Bruno,Costa,1995-07-27,Guarda-Redes,Direita
Jorge,Santos,2005-08-14,Pivot,Esquerda
Nuno,Rodrigues,1997-03-08,Lateral Direito,Direita
Pedro,Henriques,1997-09-26,Central,Direita
Eduardo,Monteiro,2004-05-26,Ponta Direita,Direita
José,Pinto,1999-08-22,Central,Direita
José,Fernandes,1995-10-29,Guarda-Redes,Direita
Luís,Teixeira,1998-04-02,Central,Esquerda
Fernando,Henriques,1994-03-14,Pivot,Direita
Miguel,Reis,2005-08-07,Lateral Direito,Direita
José,Oliveira,1997-06-19,Ponta Esquerda,Esquerda
Diogo,Fonseca,1993-05-29,Pivot,Direita
Eduardo,Nunes,1995-05-30,Ponta Esquerda,Esquerda
Daniel,Correia,1999-09-01,Pivot,Direita
Paulo,Lopes,2003-10-08,Lateral Direito,Esquerda
Tiago,Vieira,2002-05-25,Lateral Direito,Esquerda
António,Sousa,1992-03-19,Ponta Esquerda,Direita
Vasco,Reis,1996-06-06,Ponta Esquerda,Direita
Pedro,Ribeiro,1990-11-19,Guarda-Redes,Direita
Hugo,Fernandes,1991-09-12,Central,Esquerda
Jorge,Silva,1995-10-20,Ponta Direita,Direita
Daniel,Silva,2003-07-25,Central,Esquerda
Rafael,Vieira,2001-03-14,Ponta Direita,Esquerda
Francisco,Ribeiro,2005-01-15,Guarda-Redes,Direita
Luís,Oliveira,1998-11-06,Pivot,Direita
Fernando,Henriques,2004-10-16,Pivot,Direita
Pedro,Fonseca,1995-12-26,Pivot,Esquerda
Miguel,Silva,1999-11-15,Pivot,Direita
Guilherme,Pinto,1996-03-04,Ponta Esquerda,Esquerda
Paulo,Fernandes,1991-06-12,Lateral Esquerdo,Direita
Francisco,Gomes,1998-02-14,Pivot,Direita
Jorge,Martins,2004-10-31,Ponta Esquerda,Esquerda
Eduardo,Dias,2004-12-20,Pivot,Direita
Nuno,Guerreiro,2004-11-06,Lateral Direito,Direita
Bruno,Mendes,2003-07-01,Lateral Esquerdo,Direita
André,Costa,1994-02-18,Lateral Esquerdo,Direita
Marco,Santos,2002-04-18,Pivot,Esquerda
Luís,Henriques,1995-07-02,Pivot,Direita
Rafael,Gomes,1993-06-09,Lateral Direito,Direita
Tomás,Almeida,2005-09-01,Pivot,Esquerda
Pedro,Correia,1994-08-11,Central,Direita
Paulo,Dias,1993-12-07,Lateral Esquerdo,Direita
Fernando,Almeida,2000-01-26,Central,Esquerda
David,Nunes,2004-04-16,Ponta Esquerda,Direita
Ricardo,Pereira,2003-09-30,Central,Esquerda
Carlos,Martins,2002-12-21,Central,Esquerda
Tiago,Marques,1990-02-28,Ponta Esquerda,Esquerda
José,Ribeiro,1990-05-14,Lateral Direito,Direita
Francisco,Sousa,2002-05-01,Guarda-Redes,Direita
Carlos,Costa,2004-09-09,Central,Esquerda
David,Gomes,2002-09-07,Pivot,Esquerda
José,Mendes,1999-09-13,Lateral Direito,Esquerda
António,Fonseca,1993-03-29,Central,Esquerda
Guilherme,Ferreira,1993-10-31,Pivot,Esquerda
Gabriel,Fonseca,1997-12-12,Guarda-Redes,Direita
Hugo,Ferreira,2003-06-04,Guarda-Redes,Direita
Paulo,Rocha,2003-05-09,Lateral Direito,Esquerda
Vasco,Pereira,1997-12-02,Lateral Direito,Direita
Rui,Sousa,2005-12-06,Ponta Esquerda,Direita
Manuel,Santos,1992-01-02,Ponta Esquerda,Esquerda
Daniel,Teixeira,1991-11-02,Ponta Esquerda,Direita
João,Almeida,1992-01-22,Ponta Direita,Esquerda
António,Sousa,2002-09-26,Ponta Direita,Direita
Bruno,Pinto,1994-06-09,Pivot,Direita
Jorge,Lopes,1999-10-23,Guarda-Redes,Direita
Miguel,Teixeira,1998-09-08,Ponta Esquerda,Esquerda
Gabriel,Rocha,2001-12-26,Central,Esquerda
Francisco,Carvalho,1999-01-20,Ponta Direita,Esquerda
Gabriel,Fernandes,1992-06-11,Guarda-Redes,Direita
Vasco,Fernandes,1995-04-13,Ponta Esquerda,Direita
David,Teixeira,1995-11-23,Central,Esquerda
José,Oliveira,1997-12-31,Ponta Direita,Direita
Tiago,Marques,1991-06-19,Ponta Esquerda,Esquerda
Pedro,Guerreiro,2004-12-16,Guarda-Redes,Esquerda
Jorge,Fernandes,1999-04-13,Lateral Direito,Esquerda
Luís,Teixeira,1996-06-29,Guarda-Redes,Esquerda
Daniel,Costa,2001-06-07,Lateral Direito,Direita
Daniel,Oliveira,2002-12-07,Ponta Esquerda,Esquerda
Guilherme,Gomes,2000-07-15,Ponta Direita,Direita
Miguel,Cardoso,1995-10-03,Ponta Esquerda,Direita
Pedro,Reis,1994-05-02,Ponta Esquerda,Esquerda
Rafael,Marques,2001-11-14,Guarda-Redes,Direita
Fernando,Guerreiro,1999-06-18,Central,Direita
Guilherme,Rocha,1992-02-23,Lateral Direito,Direita
Tiago,Gomes,1995-08-16,Lateral Direito,Esquerda
Francisco,Lopes,1994-04-26,Lateral Esquerdo,Esquerda
Daniel,Sousa,2002-05-15,Guarda-Redes,Direita
Nuno,Teixeira,1994-11-15,Central,Esquerda
Eduardo,Teixeira,1999-05-31,Central,Esquerda
Paulo,Silva,2000-05-05,Guarda-Redes,Esquerda
Marco,Lopes,2000-10-18,Lateral Esquerdo,Direita
Carlos,Mendes,2000-10-17,Pivot,Direita
Carlos,Pereira,1997-01-14,Pivot,Esquerda
Tomás,Ferreira,1998-08-09,Pivot,Direita
Francisco,Costa,1993-02-06,Guarda-Redes,Direita
José,Ferreira,1995-12-14,Ponta Esquerda,Esquerda
Vasco,Fonseca,1996-12-24,Ponta Esquerda,Direita
António,Lopes,2003-07-16,Guarda-Redes,Esquerda
Luís,Monteiro,1990-06-17,Ponta Esquerda,Esquerda
Miguel,Lopes,1997-02-01,Lateral Direito,Esquerda
